user_id,course_order
U_4844,C_696597|C_676683|C_735351|C_949540|C_681760|C_696555|C_948417
U_4847,C_866182|C_697108|C_707089|C_674910|C_676662|C_677130|C_680777|C_677093|C_679390|C_697020|C_1732839|C_681027|C_682170|C_681032|C_682754|C_916130
U_4865,C_862967|C_697791|C_854832
U_4898,C_694136|C_682346|C_734049|C_677129|C_694156|C_697025|C_696525|C_948040|C_677009|C_948252|C_909099|C_947242|C_735122|C_1741538|C_697754|C_866764|C_682749|C_1776290|C_676995
U_4908,C_1811739|C_696724|C_782490|C_770784|C_676676|C_697130|C_881462|C_823308|C_697025|C_697149|C_697117|C_682586|C_676915|C_676651|C_697032|C_735031|C_674971|C_696855|C_676662|C_674938|C_697236|C_676649|C_696626|C_735288|C_707081|C_735364|C_676686|C_697748|C_696892|C_677095|C_746985|C_674912|C_697039|C_697096|C_676707|C_677130|C_676917|C_676646|C_735157|C_677031|C_735342|C_747047|C_680762|C_677018|C_735317|C_680754|C_707083|C_696927|C_697007|C_682485|C_697423|C_696800|C_682473|C_948251|C_682496|C_776850|C_1025079|C_735143
U_4927,C_682189|C_854871|C_677159|C_677038
U_4938,C_674971|C_677031|C_697034|C_697374
U_4973,C_677020|C_677028|C_676915|C_676897|C_676686|C_696686|C_696685|C_677047|C_682458|C_697034|C_676642|C_696968
U_4982,C_749769|C_1792250
U_4992,C_680972|C_707031|C_676676|C_696682|C_682586|C_681345|C_789278|C_677144|C_697092|C_681532|C_680730|C_955163|C_1738993|C_694136|C_677129|C_1797902|C_1765606|C_697828|C_697005
U_4995,C_780686|C_735308|C_735300|C_682458|C_677045|C_682442|C_680841|C_697405
U_5034,C_677023|C_707119|C_682350|C_680819|C_697034|C_1755912|C_1756062|C_1761377|C_707031|C_674920|C_676917|C_697041|C_681688|C_1749554|C_697007|C_1527362|C_677030|C_697130
U_5049,C_696855|C_680992|C_682308|C_823300|C_749807|C_781494|C_747047|C_697267|C_1794464
U_5064,C_677045|C_682457|C_770751|C_697165|C_948034
U_5065,C_707031|C_707096|C_677045|C_677249|C_934526|C_948415|C_677159|C_677093|C_682170|C_677030|C_1836502
U_5068,C_948410|C_845674|C_676969|C_948405|C_916858|C_1017419
U_5083,C_943250|C_707038
U_5100,C_696927|C_949540
U_5176,C_682267|C_948079|C_1903962|C_681719|C_866164|C_785161|C_680788|C_681452
U_5182,C_696554|C_677133
U_5187,C_873864|C_696994|C_1903985
U_5188,C_801420|C_696911|C_696700
U_5213,C_854832|C_707031|C_760442|C_677097|C_707068|C_676696|C_681671|C_948209|C_948395|C_676659|C_682819|C_919146|C_735343|C_948113|C_948292|C_677009|C_697117|C_707037|C_735203|C_936973|C_948262|C_677014|C_674903|C_677118|C_696992|C_681744|C_682147
U_5220,C_696994|C_697117|C_676902|C_677087|C_677095|C_676696|C_680920|C_674903|C_696942
U_5221,C_696679|C_696788|C_697075
U_5240,C_697543|C_854667
U_5257,C_747064|C_682595|C_734054|C_696679|C_696724|C_696554|C_948408
U_5266,C_883345|C_955163|C_735214|C_674903
U_5324,C_781471|C_674955|C_707127|C_948417
U_5362,C_696704|C_948095|C_680745|C_697035|C_1797904|C_697236
U_5375,C_680836|C_1410117|C_947262
U_5383,C_682702|C_694136|C_943250|C_1428968|C_1797904|C_1806527|C_696994|C_682458|C_814402|C_1808023|C_854839|C_629559|C_1767316|C_948289|C_948136|C_682312|C_1941018|C_1738818|C_697405|C_697619|C_735394|C_696915|C_1918363
U_5400,C_696994|C_676648|C_1755951|C_696911|C_674920|C_677087|C_697684|C_1552662|C_694136|C_677146|C_734011|C_707081|C_682184|C_696922
U_5403,C_854839|C_697130|C_685689|C_696994
U_5408,C_854839|C_674903|C_696994|C_2059315
U_5424,C_696994|C_696968|C_676658|C_682488|C_681671|C_866164|C_696918|C_2297250|C_676913|C_696597|C_735054
U_5431,C_696740|C_696700|C_677049|C_697069|C_676683|C_696968|C_948409|C_676656
U_5435,C_676932|C_697791|C_883345|C_676937|C_688390|C_697415|C_697265|C_756642
U_5451,C_674971|C_681655|C_696928
U_5467,C_676967|C_680937|C_680929|C_697007
U_5485,C_696994|C_735341|C_680903|C_697026|C_749769|C_680841|C_1903985|C_735364|C_696753
U_5492,C_697145|C_696800|C_697802
U_5551,C_830571|C_830568|C_1818546|C_830572|C_830573|C_830439|C_830569
U_5559,C_696942|C_948414
U_5597,C_696927|C_677249
U_5625,C_1806527|C_1428968
U_5631,C_676937|C_682189|C_735079|C_879074
U_5632,C_808534|C_707373
U_5686,C_682702|C_696954|C_735241|C_697802|C_696601|C_947252|C_948092|C_707366|C_746965|C_682268
U_5720,C_697405|C_677018|C_680726|C_682314
U_5792,C_948078|C_893812
U_5804,C_682546|C_682141|C_707089
U_5820,C_697791|C_697188|C_948468
U_5872,C_845950|C_799796|C_676898|C_735317|C_1771170|C_947248
U_5879,C_685689|C_696908
U_5892,C_680752|C_1808487|C_696928|C_746985|C_948411|C_682586|C_682550|C_916130|C_1844104|C_1925896|C_682277|C_680754
U_5897,C_696679|C_696724|C_688390|C_680752|C_922850|C_883345|C_697791|C_943250|C_682170|C_680884|C_682515
U_5930,C_696994|C_948419|C_769273|C_707079|C_948292|C_697684|C_681355|C_696939|C_677159|C_948095|C_696899|C_677019
U_5947,C_873858|C_680759|C_680757|C_682222|C_697208|C_682702
U_5973,C_696724|C_676932|C_707127|C_680808|C_697405|C_697091|C_682388|C_756747|C_1647264|C_680731|C_682313|C_697117|C_682324|C_696841|C_680933|C_948409|C_680931|C_707031|C_696908|C_680754|C_680738|C_854846|C_948411|C_696927|C_682704|C_1771168|C_854862|C_696700|C_697293|C_680752|C_1748240|C_682485|C_696554|C_680762|C_1903985|C_696682|C_682466
U_5981,C_797938|C_955163|C_735351
U_5996,C_883345|C_1778271
U_6064,C_697069|C_696679|C_676649|C_955163|C_1428968|C_943250
U_6068,C_948395|C_696911
U_6089,C_707031|C_911168
U_6097,C_749769|C_697068|C_697791|C_697039|C_697038
U_6120,C_707127|C_680916|C_707119|C_697381|C_680710|C_682704|C_677249|C_676913|C_696841|C_696927|C_680881|C_797404|C_1824934|C_677087|C_677061|C_800360|C_680933|C_707025|C_676649|C_735288|C_681045|C_677243|C_707077|C_696586|C_677014|C_680860|C_934528|C_681100|C_948101|C_682415|C_1776316|C_697188
U_6137,C_676932|C_676915|C_677129|C_707127|C_1844106
U_6141,C_784155|C_697018|C_697208|C_735157|C_883372|C_682442|C_734011|C_749807|C_883345|C_682562|C_735175
U_6147,C_697027|C_696994|C_696968|C_1794464|C_2203228|C_2342532
U_6187,C_890259|C_677047|C_696700|C_1777000|C_901958
U_6195,C_735243|C_696890|C_696994|C_1017419
U_6199,C_948430|C_697068|C_934520
U_6203,C_845674|C_696697|C_948141|C_681630|C_680886|C_681663|C_1794464|C_676676|C_677236|C_680730|C_707127|C_696597|C_696908|C_682458|C_735405|C_697270|C_682356|C_857825|C_629559
U_6214,C_735269|C_697024|C_680751|C_948081|C_682427|C_735168|C_756717|C_696808|C_735310|C_697129|C_696981|C_680963|C_943223|C_682349
U_6252,C_696994|C_629559
U_6269,C_680788|C_747064|C_1794464|C_681452|C_682750|C_696732
U_6284,C_696980|C_799796|C_677172|C_680751|C_735385|C_696647|C_799800
U_6286,C_682662|C_948430|C_948435|C_911160|C_682794|C_784161|C_697395|C_696800|C_676676|C_681453|C_735131|C_696841|C_707369|C_681010|C_680836|C_907965|C_756747|C_948289|C_676932|C_1794464|C_840084|C_697236|C_676683|C_735351|C_676635|C_890259|C_735336|C_881112|C_1886678|C_697003|C_2059291|C_948270|C_697493|C_2221559|C_1842789|C_697374|C_801420|C_948123|C_696976|C_2316363
U_6343,C_735273|C_682224|C_696812
U_6355,C_948419|C_676902|C_801420|C_676932|C_696908|C_735351|C_676683|C_697076
U_6368,C_681719|C_682263|C_696918|C_696787|C_866164|C_2290717
U_6369,C_948468|C_697236|C_677129
U_6396,C_680774|C_681452|C_697024|C_681414|C_774889|C_676885|C_948251|C_948239|C_2266761
U_6409,C_707031|C_782490|C_696826|C_682458|C_799800|C_674914|C_697068
U_6453,C_676635|C_681488|C_947164|C_697374|C_676656|C_676646
U_6463,C_677136|C_791738|C_680817|C_677185|C_682459|C_682170
U_6480,C_697034|C_696700
U_6508,C_696659|C_1784725
U_6531,C_682435|C_735130|C_749807|C_696917|C_707083|C_823300|C_697267|C_697213
U_6543,C_854839|C_735214
U_6546,C_927963|C_697293|C_1789683|C_1779421|C_680955
U_6589,C_1718815|C_948103|C_926175|C_1767576
U_6592,C_696721|C_799931|C_681682|C_696746|C_682256
U_6615,C_696700|C_676915|C_696892|C_697034|C_676897|C_677004|C_676940|C_682350|C_917311
U_6668,C_837735|C_680770|C_948422
U_6700,C_676635|C_697374
U_6751,C_696942|C_735244|C_682491|C_680849
U_6776,C_2244915|C_1875498
U_6799,C_682195|C_680986|C_735448|C_697145|C_697395|C_680920|C_697429|C_680881|C_737592|C_680836|C_759007|C_866151|C_696973|C_677031|C_682697|C_676664
U_6806,C_735351|C_676683|C_682190|C_680738|C_694136|C_830572|C_830569|C_830571|C_830439|C_830573|C_830568|C_697191|C_682620|C_948411|C_948421|C_674950|C_948289|C_680740|C_789278|C_1738993|C_747227|C_898359|C_735157|C_697726|C_682515|C_682546|C_694140|C_1806527|C_1903985|C_2301265|C_1818546|C_1940647
U_6825,C_677038|C_680716
U_6883,C_840084|C_677136|C_1641662|C_696704|C_697236|C_707119|C_697034
U_6890,C_735241|C_1794464
U_6919,C_696939|C_676900
U_6948,C_697828|C_707093|C_697791|C_676937|C_696767|C_682336|C_697184|C_697008|C_707456|C_911738|C_677133|C_696854|C_677140|C_680910
U_6980,C_696700|C_682466|C_696911|C_674903|C_707025|C_697188|C_697293|C_697117|C_696841|C_677076|C_676683|C_707031
U_7004,C_681414|C_696787
U_7008,C_697073|C_736530
U_7010,C_694168|C_697293|C_866756|C_697100|C_948389|C_697113|C_697006
U_7011,C_697026|C_1794464
U_7026,C_947794|C_1753434
U_7056,C_735214|C_676661|C_680881|C_681679|C_674924|C_680961|C_781471|C_697289|C_697188|C_707022|C_1794464|C_697429
U_7075,C_948431|C_697802|C_682466|C_696994|C_677243|C_697791
U_7099,C_801420|C_676683|C_936973|C_677049|C_696597|C_769273
U_7173,C_1428968|C_854839|C_948410|C_677146
U_7176,C_696945|C_756591
U_7180,C_801443|C_696686
U_7256,C_697075|C_674959|C_2027893|C_677045
U_7277,C_680754|C_676663|C_696855|C_799931|C_862969|C_682469|C_696700|C_735253|C_781494|C_674912|C_677218|C_680722|C_680970|C_756665|C_694136|C_682208|C_682256|C_681711|C_682346|C_694140|C_697791|C_934522|C_682442|C_948409|C_947257|C_680987|C_948219|C_948435|C_948289|C_948078|C_819285|C_898349|C_682589|C_851362|C_1428968|C_857823|C_697726|C_1906555|C_907949|C_890220|C_680733|C_948431|C_948417|C_682147|C_682193|C_948128|C_1767521|C_707081|C_948411|C_676697|C_1526890|C_1875498|C_2225789|C_948136|C_677243|C_1903983|C_682360|C_681655|C_948419|C_773985|C_696942|C_1811739|C_948412|C_947258|C_2286960
U_7280,C_799783|C_758194|C_948153|C_735310
U_7312,C_697778|C_682457|C_682610|C_947251|C_681678|C_696673|C_770751|C_682400|C_1738959|C_676915|C_758190|C_819290|C_681745
U_7335,C_696911|C_697026|C_697116|C_866764|C_845947
U_7382,C_948436|C_681255|C_677020|C_677028
U_7434,C_766203|C_681094
U_7460,C_680836|C_680987|C_697069|C_947252|C_696954|C_682546|C_696942|C_674920|C_770784|C_697748|C_735251|C_1755951|C_676648|C_676649|C_696800|C_890259|C_1903985|C_948427
U_7491,C_696994|C_697802
U_7529,C_696908|C_696597|C_697374|C_735351|C_676683|C_680730|C_916843|C_948417
U_7530,C_948435|C_697048
U_7542,C_682697|C_677031|C_677159|C_737493|C_694144|C_696991|C_677129|C_680716|C_797938|C_697236|C_696973|C_677192|C_697005
U_7545,C_1017355|C_2229911
U_7551,C_948074|C_911738
U_7591,C_682476|C_947165|C_677038|C_1795810|C_947152|C_681130|C_682383|C_908991|C_1741534|C_948415|C_681754|C_696946
U_7650,C_707127|C_697068|C_696922|C_677019|C_696821|C_682491|C_890125|C_697293|C_735157|C_694136|C_677010|C_676932|C_697468|C_696886|C_948411|C_676635|C_696711|C_735377|C_682620|C_697007|C_916828|C_707031|C_696724|C_682586|C_854866|C_948409|C_873864|C_696968|C_629559|C_696972|C_735164|C_697032|C_697039|C_697038|C_747696|C_854832|C_677038|C_908991|C_677045|C_681578|C_680931|C_707107|C_696956|C_707035|C_948136|C_823333|C_947152|C_948389|C_696980|C_788575|C_943962|C_707081|C_735175|C_948468|C_734041|C_735066|C_735338|C_707363|C_823326|C_955163|C_697063|C_934520|C_2059323|C_697165|C_1797904|C_682696|C_677110|C_697791|C_676937|C_677150|C_680814|C_735441|C_682469|C_682486|C_1767578|C_696543|C_1748240|C_947253
U_7667,C_905197|C_682546|C_696954|C_697073|C_735115
U_7685,C_677184|C_697045
U_7716,C_696994|C_862969|C_674953|C_756642|C_696789|C_697415|C_707031|C_1645365|C_735351|C_680989
U_7719,C_697468|C_916828|C_734049
U_7747,C_1691410|C_1691412|C_1214863|C_1691403|C_1691397
U_7759,C_682683|C_697778|C_681535|C_688390|C_696506
U_7784,C_682141|C_697401
U_7786,C_682523|C_1776316|C_697034|C_696700|C_696976
U_7808,C_674971|C_680753|C_682415|C_681076|C_707037|C_770766|C_674959|C_756654|C_1412527|C_697188|C_707081|C_735251
U_7809,C_696597|C_931245|C_697076|C_681255|C_682449
U_7813,C_697026|C_696911|C_866764
U_7825,C_680759|C_682222|C_746997|C_782555|C_866769|C_682302|C_922850
U_7845,C_1410156|C_696938|C_697821|C_1429002
U_7861,C_735351|C_676683|C_696597
U_7903,C_922850|C_682360
U_7908,C_883345|C_677218
U_7943,C_697076|C_697130
U_7947,C_681039|C_674903|C_677038
U_7953,C_697797|C_682469|C_680724
U_7956,C_696955|C_697045
U_7957,C_955163|C_697797|C_680745|C_883372|C_735157|C_696673|C_682346|C_734011|C_682442|C_696554|C_694136|C_677146|C_682759|C_682379|C_696922|C_782490|C_697075|C_697087
U_8007,C_881478|C_887148
U_8014,C_747064|C_680777|C_680824|C_696994|C_881704|C_682345|C_766203|C_682589|C_696506|C_1765596|C_1792250|C_682330|C_681336|C_1794464
U_8018,C_697027|C_746997|C_782555|C_1794464|C_682443|C_680845
U_8019,C_707384|C_735157|C_682442|C_682183|C_682527|C_682562|C_865842|C_780629|C_682209|C_696773|C_682346|C_677146|C_677010|C_948468|C_697149|C_697166|C_696827|C_696724|C_697030|C_754135|C_735239|C_911738|C_948074|C_677133|C_1732839|C_747273|C_682169|C_681007|C_707456|C_696700|C_1875498|C_1793742
U_8025,C_955163|C_697748|C_697398|C_697407|C_1825107|C_677049|C_697797|C_677010|C_682610|C_697068|C_697030|C_681678|C_680747|C_707119|C_934535
U_8046,C_735362|C_680774|C_735269|C_947253|C_1641647|C_680936|C_681034|C_766203|C_682345|C_747064|C_2287013|C_948412
U_8090,C_676661|C_707081|C_682662|C_676651|C_696700
U_8125,C_680716|C_763992|C_696976|C_696697|C_696905
U_8132,C_707363|C_696704
U_8209,C_697026|C_697116
U_8220,C_697025|C_696988|C_680821|C_682415|C_680777|C_697045|C_682629|C_681470|C_681699|C_677095|C_707365|C_754897|C_682324|C_682713|C_776850|C_681636|C_680710|C_697415|C_696709|C_931250|C_680819|C_696700|C_697034|C_707032|C_696626|C_696655|C_676685|C_676820|C_676932|C_735351|C_676683|C_680730|C_677020|C_697155|C_707119|C_697381|C_707025
U_8235,C_696700|C_801420|C_677049|C_696994|C_696968|C_677031|C_676658
U_8250,C_681719|C_680761|C_696679|C_799796
U_8269,C_907965|C_696968
U_8396,C_697556|C_696994|C_756736|C_696968|C_682772|C_1774986|C_2059315|C_735395|C_1925911|C_1771158|C_677019|C_1756063|C_1755941|C_1821490
U_8401,C_697236|C_680879|C_749769|C_854832|C_676686|C_696908|C_707025|C_707031|C_682466|C_676932|C_682697|C_797938|C_916841
U_8429,C_911160|C_907965|C_948430|C_681001|C_681615|C_681382|C_677047
U_8462,C_916828|C_1811832|C_2316361
U_8465,C_782490|C_697087|C_1811832|C_1864068|C_2316361
U_8508,C_735342|C_696720|C_770784
U_8551,C_936913|C_682487
U_8558,C_697067|C_735149|C_931245|C_681475|C_696994|C_676662|C_680777|C_919146|C_696628
U_8634,C_677010|C_707096|C_1761372|C_677038
U_8635,C_707054|C_682374|C_676663|C_1784729|C_696586
U_8659,C_694168|C_682480|C_696908|C_676966|C_697265|C_697415|C_707031|C_697293|C_697130|C_697025|C_696687|C_676907|C_697374|C_677038
U_8668,C_696700|C_917306|C_697381|C_879040
U_8672,C_682530|C_905197
U_8702,C_697468|C_682183|C_677097|C_1800063
U_8705,C_697096|C_682485|C_682240|C_676701|C_681255|C_697045|C_697110|C_677130|C_680730|C_1756063|C_676676
U_8722,C_2059294|C_799796|C_799800
U_8743,C_697748|C_948417|C_696927|C_734054|C_788575|C_707031|C_677031|C_697415
U_8759,C_697007|C_697038|C_682772
U_8791,C_948408|C_682671
U_8818,C_680777|C_746971|C_681702|C_696679|C_681452|C_682228|C_697018|C_696951|C_1797904|C_1792250|C_681094|C_707081|C_766203|C_735186|C_681684|C_735239|C_1434547|C_688390|C_682683|C_697778|C_682330|C_682345
U_8838,C_676658|C_801420|C_696911
U_8846,C_677146|C_734049|C_677129|C_682184|C_682443|C_696724|C_696827|C_1552662|C_697068|C_696994|C_1797904|C_696922
U_8861,C_694143|C_707031|C_677136
U_8872,C_707031|C_1776312|C_696789
U_8873,C_681643|C_682228|C_781494|C_696998
U_8874,C_1428968|C_682458
U_8918,C_676932|C_680836
U_8960,C_697130|C_697757|C_674953
U_9006,C_696732|C_734011|C_682610|C_681255|C_676664|C_916828|C_676707|C_707077|C_682308|C_696773|C_883345|C_707384|C_735214|C_682147|C_927959|C_735102|C_680985|C_697170|C_854866|C_697821|C_788575|C_947773|C_947149|C_747227|C_746973|C_681397|C_696700|C_697069|C_674920|C_697706|C_1428968
U_9007,C_1884058|C_1883679|C_1884005
U_9009,C_911733|C_943255
U_9012,C_682320|C_735122|C_697025
U_9036,C_629559|C_685664|C_875624|C_936983|C_677019|C_770766|C_788575|C_817691|C_682581|C_681453|C_916853|C_735066|C_681255|C_696695
U_9042,C_676905|C_707096|C_1761372|C_1771179
U_9043,C_676905|C_879040
U_9105,C_694149|C_707025|C_1806527
U_9219,C_697039|C_682581|C_680989
U_9260,C_696506|C_696908
U_9266,C_887103|C_696816|C_676663
U_9278,C_770784|C_697145
U_9314,C_682155|C_694136
U_9338,C_696928|C_682586
U_9352,C_875624|C_696928
U_9401,C_674910|C_1738959
U_9418,C_697011|C_949540|C_696597
U_9435,C_674920|C_697748
U_9466,C_696821|C_707096
U_9503,C_948417|C_1794464|C_1795810|C_2342532
U_9523,C_696554|C_883372|C_770738|C_883345|C_697821
U_9542,C_916825|C_681255|C_747271|C_697003|C_948428|C_1789689|C_1527433|C_681122|C_680731
U_9555,C_696994|C_696709|C_931250|C_697110|C_697006|C_681636|C_680821|C_682679|C_1794464
U_9561,C_746997|C_697018|C_696855|C_677010
U_9570,C_677097|C_760442|C_1123848|C_948209
U_9576,C_696994|C_697032|C_696922
U_9589,C_677243|C_890259
U_9682,C_697619|C_696679|C_676673|C_1828108|C_1797897|C_735049
U_9711,C_1748240|C_697306
U_9717,C_696800|C_1918363
U_9719,C_947262|C_707032|C_696954|C_676662|C_676659|C_696892|C_735351|C_707037|C_676646|C_697191|C_680805|C_676661|C_681503|C_677136|C_947773|C_681362|C_681636|C_697748|C_734054
U_9726,C_911664|C_1767316
U_9735,C_707093|C_697802|C_1761462
U_9745,C_879040|C_682704|C_1794464
U_9747,C_682381|C_707081|C_1800063|C_883345
U_9752,C_697270|C_697313|C_735405|C_682356|C_735241|C_682820|C_676646|C_948405|C_682512
U_9787,C_697208|C_697166|C_682485
U_9801,C_682643|C_682648|C_799800
U_9829,C_680759|C_680757|C_747056
U_9832,C_676673|C_676674
U_9867,C_696729|C_1794464
U_9896,C_707031|C_696882
U_9897,C_1756077|C_697075
U_9900,C_696918|C_866164
U_9942,C_934522|C_694136|C_696554|C_707031|C_676673
U_9964,C_681100|C_697034|C_747227
U_9967,C_681671|C_696679|C_943267|C_808529|C_697265|C_943255|C_697405|C_680752|C_735335|C_936945|C_682373|C_734054|C_681719|C_1825107|C_947240|C_697496|C_696826|C_681406|C_2221573|C_681373
U_9978,C_735351|C_676683|C_676932|C_677236|C_680730|C_949540
U_9980,C_696922|C_681655
U_9988,C_1765600|C_680835
U_10000,C_680963|C_2033958
U_10007,C_694136|C_629559|C_1756063
U_10015,C_694156|C_697112|C_1794464
U_10044,C_696596|C_735064
U_10051,C_677019|C_682620|C_697191
U_10052,C_697265|C_1628160
U_10053,C_916828|C_788575|C_696695|C_747696|C_948289|C_948403|C_681007
U_10062,C_823326|C_697797
U_10063,C_674920|C_893222
U_10074,C_948296|C_781471
U_10077,C_682463|C_697360|C_682407
U_10118,C_893812|C_735091
U_10154,C_1724282|C_1767576|C_1767580
U_10159,C_681708|C_943253
U_10226,C_881314|C_949439|C_1557390
U_10252,C_682222|C_697821|C_676953|C_1904668
U_10257,C_697188|C_697034|C_879040|C_694136|C_682602
U_10260,C_854866|C_696673|C_697821|C_883345|C_770738|C_883372|C_955163|C_881480|C_677010|C_697149|C_697166|C_681761|C_676953|C_697791
U_10269,C_682349|C_682309|C_682259|C_682345|C_747064
U_10299,C_782555|C_682702
U_10309,C_697087|C_697075|C_696543|C_782490|C_682299|C_696724|C_680884|C_784069|C_697176|C_697149|C_697166|C_682452|C_682485|C_680759|C_680757|C_707054|C_696687|C_680732|C_681519|C_808526|C_685689|C_854832|C_707031|C_682469
U_10312,C_629559|C_682137|C_696724|C_887148|C_697791
U_10323,C_707127|C_696543|C_735351|C_676642
U_10332,C_681519|C_936997|C_931245|C_681047|C_747033
U_10357,C_629559|C_696994|C_881453|C_883372|C_696855
U_10362,C_682129|C_697791|C_676953|C_682189|C_770738|C_1912519
U_10364,C_682193|C_854866|C_734011|C_823326|C_697797|C_677150|C_682155
U_10368,C_948140|C_676969|C_680752|C_681105|C_1428968|C_697034|C_696942|C_936990|C_696700|C_697130|C_680745|C_697091|C_943267|C_883345|C_697068|C_770738|C_696803|C_898349|C_854866|C_707384|C_676953|C_707081|C_697821|C_677010|C_707379|C_697791|C_694136|C_916828
U_10374,C_696980|C_682338
U_10377,C_735273|C_677146|C_735405
U_10424,C_696994|C_943250|C_948422
U_10426,C_735244|C_696942
U_10431,C_681080|C_682439|C_682308|C_932176|C_854866|C_682138|C_1750779
U_10442,C_697091|C_697405|C_680752|C_696724
U_10513,C_676683|C_735351|C_696700|C_697034|C_676932|C_883345|C_770738
U_10525,C_682602|C_948412|C_697087|C_697061|C_1738993|C_696942|C_696687|C_799800|C_799783
U_10537,C_697381|C_1824926|C_1778562|C_1765585|C_1741536|C_677249|C_948430|C_1886678|C_948270|C_948468|C_676676
U_10557,C_780629|C_948468
U_10571,C_1794464|C_948423
U_10577,C_697161|C_682742|C_907964|C_681299|C_890125
U_10669,C_696789|C_1811867|C_1761385|C_1814140|C_1814260|C_1824376|C_1756063|C_1766167|C_1828104|C_1755948|C_1755955|C_676648|C_674959|C_697422|C_676651|C_1756074|C_1891038|C_1789683
U_10682,C_629559|C_697117|C_696908|C_677076|C_697188|C_854843|C_696855|C_676915|C_696892|C_837735|C_735351|C_681045|C_707035|C_696980|C_696939|C_682338|C_676683|C_681255|C_676646|C_697005|C_696487|C_676661|C_735244|C_681503|C_697011|C_674903|C_676932|C_934528
